Hospital ID,Hospital Name,Hospital Type,Street,City,State,Postal Code,Latitude,Longitude,Phone,Email,Website,Accepted Insurance,Hospital Rating,Service Description,Service Code,Setting,Standard Charge,Insurance,Plan Name,Negotiated Amount,Comments
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,320.58,Highmark,Highmark ACA Products PROF,185.53,Save $135.05 with Highmark Highmark ACA Products PROF plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,INPATIENT,1810.01,Humana,Humana Medicare HMO,998.62,Save $811.39 with Humana Humana Medicare HMO plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,OUTPATIENT,1810.01,Humana,Humana Medicare HMO,998.62,Save $811.39 with Humana Humana Medicare HMO plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,INPATIENT,1810.01,Humana,Humana Medicare PPO,1178.2,Save $631.81 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,OUTPATIENT,1810.01,Humana,Humana Medicare PPO,1178.2,Save $631.81 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,INPATIENT,1810.01,Humana,Humana Commercial,1201.02,Save $608.99 with Humana Humana Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,OUTPATIENT,1810.01,Humana,Humana Commercial,1201.02,Save $608.99 with Humana Humana Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,INPATIENT,1810.01,Amerihealth,Amerihealth Medicaid HC,1111.52,Save $698.49 with Amerihealth Amerihealth Medicaid HC plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,OUTPATIENT,1810.01,Amerihealth,Amerihealth Medicaid HC,1111.52,Save $698.49 with Amerihealth Amerihealth Medicaid HC plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,INPATIENT,1810.01,Amerihealth,Amerihealth Commercial,1124.92,Save $685.09 with Amerihealth Amerihealth Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,OUTPATIENT,1810.01,Amerihealth,Amerihealth Commercial,1124.92,Save $685.09 with Amerihealth Amerihealth Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,INPATIENT,1810.01,Amerihealth,Amerihealth Medicare,1548.11,Save $261.9 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,OUTPATIENT,1810.01,Amerihealth,Amerihealth Medicare,1548.11,Save $261.9 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,INPATIENT,1810.01,United Healthcare,United Healthcare Commercial,1281.46,Save $528.55 with United Healthcare United Healthcare Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,OUTPATIENT,1810.01,United Healthcare,United Healthcare Commercial,1281.46,Save $528.55 with United Healthcare United Healthcare Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,INPATIENT,1810.01,United Healthcare,United Healthcare Medicaid,1167.03,Save $642.98 with United Healthcare United Healthcare Medicaid plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,OUTPATIENT,1810.01,United Healthcare,United Healthcare Medicaid,1167.03,Save $642.98 with United Healthcare United Healthcare Medicaid plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,INPATIENT,1810.01,United Healthcare,United Healthcare CHIP,1345.89,Save $464.12 with United Healthcare United Healthcare CHIP plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,OUTPATIENT,1810.01,United Healthcare,United Healthcare CHIP,1345.89,Save $464.12 with United Healthcare United Healthcare CHIP plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ABDOMINAL CT SCAN,74150,INPATIENT,1332.39,,,,"Only standard charge, no insurance pricing available."
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ABDOMINAL CT SCAN,74150,OUTPATIENT,1332.39,,,,"Only standard charge, no insurance pricing available."
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK SCAPHOID PLATE,C1713,INPATIENT,169.4,Highmark,Highmark Commercial PROF,89.45,Save $79.95 with Highmark Highmark Commercial PROF plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK SCAPHOID PLATE,C1713,OUTPATIENT,169.4,Highmark,Highmark Commercial PROF,89.45,Save $79.95 with Highmark Highmark Commercial PROF plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,CHEST X-RAY,71045,INPATIENT,1736.93,Highmark,Highmark ACA Products PROF,964.57,Save $772.36 with Highmark Highmark ACA Products PROF plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,CHEST X-RAY,71045,OUTPATIENT,1736.93,Highmark,Highmark ACA Products PROF,964.57,Save $772.36 with Highmark Highmark ACA Products PROF plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,CHEST X-RAY,71045,INPATIENT,1736.93,Aetna,Aetna Medicaid CHIP,996.35,Save $740.58 with Aetna Aetna Medicaid CHIP plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,CHEST X-RAY,71045,OUTPATIENT,1736.93,Aetna,Aetna Medicaid CHIP,996.35,Save $740.58 with Aetna Aetna Medicaid CHIP plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,CHEST X-RAY,71045,INPATIENT,1736.93,Aetna,Aetna Commercial,1216.08,Save $520.85 with Aetna Aetna Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,CHEST X-RAY,71045,OUTPATIENT,1736.93,Aetna,Aetna Commercial,1216.08,Save $520.85 with Aetna Aetna Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,CHEST X-RAY,71045,INPATIENT,1736.93,United Healthcare,United Healthcare Commercial,1308.65,Save $428.28 with United Healthcare United Healthcare Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,CHEST X-RAY,71045,OUTPATIENT,1736.93,United Healthcare,United Healthcare Commercial,1308.65,Save $428.28 with United Healthcare United Healthcare Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,CHEST X-RAY,71045,INPATIENT,1736.93,United Healthcare,United Healthcare Medicaid,1222.91,Save $514.02 with United Healthcare United Healthcare Medicaid plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,CHEST X-RAY,71045,OUTPATIENT,1736.93,United Healthcare,United Healthcare Medicaid,1222.91,Save $514.02 with United Healthcare United Healthcare Medicaid plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,CHG MRI BRAIN,70551,OUTPATIENT,438.64,,,,"Only standard charge, no insurance pricing available."
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,BASIC METABOLIC PANEL,80048,INPATIENT,1484.16,Amerihealth,Amerihealth Medicare,1009.56,Save $474.6 with Amerihealth Amerihealth Medicare plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,BASIC METABOLIC PANEL,80048,OUTPATIENT,1484.16,Amerihealth,Amerihealth Medicare,1009.56,Save $474.6 with Amerihealth Amerihealth Medicare plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,BASIC METABOLIC PANEL,80048,INPATIENT,1484.16,United Healthcare,United Healthcare CHIP,1004.05,Save $480.11 with United Healthcare United Healthcare CHIP plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,BASIC METABOLIC PANEL,80048,OUTPATIENT,1484.16,United Healthcare,United Healthcare CHIP,1004.05,Save $480.11 with United Healthcare United Healthcare CHIP plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,BASIC METABOLIC PANEL,80048,INPATIENT,1484.16,United Healthcare,United Healthcare Commercial,1335.83,Save $148.33 with United Healthcare United Healthcare Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,BASIC METABOLIC PANEL,80048,OUTPATIENT,1484.16,United Healthcare,United Healthcare Commercial,1335.83,Save $148.33 with United Healthcare United Healthcare Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,2D ECHO,93306,OUTPATIENT,925.25,Highmark,Highmark ACA Products PROF,542.48,Save $382.77 with Highmark Highmark ACA Products PROF plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,COMPLETE BLOOD COUNT,85025,INPATIENT,181.14,,,,"Only standard charge, no insurance pricing available."
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,COMPLETE BLOOD COUNT,85025,OUTPATIENT,181.14,,,,"Only standard charge, no insurance pricing available."
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,852.11,Aetna,Aetna Commercial,549.65,Save $302.46 with Aetna Aetna Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,852.11,Aetna,Aetna Commercial,549.65,Save $302.46 with Aetna Aetna Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,852.11,Aetna,Aetna Medicaid CHIP,485.71,Save $366.4 with Aetna Aetna Medicaid CHIP plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,852.11,Aetna,Aetna Medicaid CHIP,485.71,Save $366.4 with Aetna Aetna Medicaid CHIP plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK GRIDPL,C1713,INPATIENT,1345.44,Amerihealth,Amerihealth Commercial,1195.52,Save $149.92 with Amerihealth Amerihealth Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK GRIDPL,C1713,OUTPATIENT,1345.44,Amerihealth,Amerihealth Commercial,1195.52,Save $149.92 with Amerihealth Amerihealth Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK GRIDPL,C1713,INPATIENT,1345.44,Amerihealth,Amerihealth Medicare,685.3,Save $660.14 with Amerihealth Amerihealth Medicare plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK GRIDPL,C1713,OUTPATIENT,1345.44,Amerihealth,Amerihealth Medicare,685.3,Save $660.14 with Amerihealth Amerihealth Medicare plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK GRIDPL,C1713,INPATIENT,1345.44,Highmark,Highmark ACA Products PROF,989.06,Save $356.38 with Highmark Highmark ACA Products PROF plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK GRIDPL,C1713,OUTPATIENT,1345.44,Highmark,Highmark ACA Products PROF,989.06,Save $356.38 with Highmark Highmark ACA Products PROF plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK GRIDPL,C1713,INPATIENT,1345.44,Highmark,Highmark Commercial PROF,1004.57,Save $340.87 with Highmark Highmark Commercial PROF plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK GRIDPL,C1713,OUTPATIENT,1345.44,Highmark,Highmark Commercial PROF,1004.57,Save $340.87 with Highmark Highmark Commercial PROF plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK GRIDPL,C1713,INPATIENT,1345.44,United Healthcare,United Healthcare Medicaid,887.5,Save $457.94 with United Healthcare United Healthcare Medicaid plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK GRIDPL,C1713,OUTPATIENT,1345.44,United Healthcare,United Healthcare Medicaid,887.5,Save $457.94 with United Healthcare United Healthcare Medicaid plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK GRIDPL,C1713,INPATIENT,1345.44,United Healthcare,United Healthcare CHIP,723.36,Save $622.08 with United Healthcare United Healthcare CHIP plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK GRIDPL,C1713,OUTPATIENT,1345.44,United Healthcare,United Healthcare CHIP,723.36,Save $622.08 with United Healthcare United Healthcare CHIP plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1173.89,Humana,Humana Medicare PPO,1080.98,Save $92.91 with Humana Humana Medicare PPO plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1173.89,Humana,Humana Medicare PPO,1080.98,Save $92.91 with Humana Humana Medicare PPO plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1173.89,Humana,Humana Commercial,644.91,Save $528.98 with Humana Humana Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1173.89,Humana,Humana Commercial,644.91,Save $528.98 with Humana Humana Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1173.89,Amerihealth,Amerihealth Medicare,807.59,Save $366.3 with Amerihealth Amerihealth Medicare plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1173.89,Amerihealth,Amerihealth Medicare,807.59,Save $366.3 with Amerihealth Amerihealth Medicare plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1173.89,Amerihealth,Amerihealth Commercial,657.09,Save $516.8 with Amerihealth Amerihealth Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1173.89,Amerihealth,Amerihealth Commercial,657.09,Save $516.8 with Amerihealth Amerihealth Commercial plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1173.89,United Healthcare,United Healthcare Medicaid,812.83,Save $361.06 with United Healthcare United Healthcare Medicaid plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1173.89,United Healthcare,United Healthcare Medicaid,812.83,Save $361.06 with United Healthcare United Healthcare Medicaid plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1886.33,,,,"Only standard charge, no insurance pricing available."
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1886.33,,,,"Only standard charge, no insurance pricing available."
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK SCAPHOID PLATE,C1713,INPATIENT,1564.11,United Healthcare,United Healthcare Medicaid,1061.38,Save $502.73 with United Healthcare United Healthcare Medicaid plan.
hospital2,Medical Center,Clinic,4505 Main St,Philadelphia,PA,19106,39.9496,-75.1467,(555) 846-1906,info@hospital2.example.com,https://www.hospital2.example.com,"United Healthcare, Aetna, Highmark, Amerihealth",3.8,TRILOCK SCAPHOID PLATE,C1713,OUTPATIENT,1564.11,United Healthcare,United Healthcare Medicaid,1061.38,Save $502.73 with United Healthcare United Healthcare Medicaid plan.
